clean_review,Star
covid pandemic things evolved macdonalds definitely updating customer service self counters place orders service improved good! great burgers!,5
just use bathroom you're walking,5
restrooms service terrible guy pick post,1
time i've ate mcdonalds long fresh pleasant change going,3
mcdonald's worst food feed kids burger bun hard crack teeth time car food cold mcdonald's menu 80s 90s better cooking home inflation money,1
location took really long process orders line moving mobile order 10 15pm drive took 20 minutes kept putting wrong order screen ordering area guy talked pretty rude tried let know going pretty sure gentleman tie gave receipt,2
not letting homeless people eat use bathroom we're buying food that's wrong,1
good,4
excellent attention year employees treated husband badly spoke badly scratched food argued not good workers,5
did good today,5
can't wrong 10 piece chicken mcnugget meal,5
good fast great mcdonald's,5
nice friendly courteous workers great attitudes definitely recommend mc donald's,5
poor,2
it's insane mcdonald's announces burgers real beef hmmm big problems surfaced child obesity food good usually order wrong short bring robots starting corporate,3
ordered breakfast biscuit ham large coffee got biscuit bacon tasted awful coffee cold won,1
waited long drive line moving app code deal canceled wait code appear crew not helpful drive inside,1
good,4
people brought food place like 12 people yams hard boiled eggs ordered2 sandwiches 12 coffees tables people complaining management did,1
lobby closed sunday open mon sat 9 2,1
ask single little thing napkins catsup spoons sundays peanuts extra peanuts receipt clearly didn't want work smh 0 rating,1
place sucks belief staying hotel door semi wheels knocked door ask manager order shake door i'm sure guess answer,1
slow,1
food service okay needs cleaner bathrooms,2
cold food slow service,2
excellent,5
clean n fast,4
nadir western civilization goldenarches,1
awesome great place awesome staff hospitality check cell phone help survey,5
friendly employees wait time drive substantial days,4
broadway mcd don,3
quick check clean,5
it's ok food wise i've issue coffee don't coffee anymore workers attentive nice,3
love,5
bad service don't order,2
real nice employees,5
menu did not sandwiches displayed addition menu need remain static people clearly make informed choice,3
fast service good products,4
got spicy nuggets great! huge shoutout michael staff legendary experience him!!,5
it's great location want wait 30 minutes extremely subpar food fries stale food bland hell pretty sure mold sandwiches? come kid burn energy playplace closed annnyyyyyways probably won't return,1
shamrock shakes best things world can't resist hate fast food damn need green frozen milk cups joy i'm certainly glad not available long i'd 400 pounds! mcd's open 24 hours day evil!,5
restaurant clean staff fine not bad area food typical mcdonald's,3
latino girl works bad attitude it's nice experience,3
type food garbage,1
late night efficient,4
quick friendly service,3
went night terrible ladies order drive wait wait wait 30 minutes drive corporate ladies horrible service time im hungry,1
mcdonald's mcdonald's fast food fair price usually place clean inside people try food soon possible way it's american establishment need fast food hurry it's place,3
excellent,5
really clean place good food great customer service timothy manager team doing awesome job!,5
drove lane 1 place order waited acknowledged 2 vehicles drove lane 2 continued wait placed orders pulled ahead window never acknowledged drive speaker pulled window stated never acknowledged didn't place order told not place order window drive chose location submitted formal complaint policy app prepared drive customer service inconsistency location,1
mcdonald's exact experience long wait cold food,3
missed kids food called manger male nice gave food inconvenience,3
super,5
good,4
employee directing people use kiosk helpful posted pictures good,5
love mcdonalds,5
need update menu it's missing breakfast items numbers it's mcdonald's!,3
excellent,5
terrible,1
excellent,5
excellent,5
excellent,5
indefinitely bacon week no bacon double cheese burger asked today replaced ham bacon mcmuffin edit weeks ordering mistakes order!,1
terrible service rude employees,1
no longer chocolate dipped ice cream cones shame,2
fries good ice cream not working,3
horrible! management isn t professional ma,1
sign door says drive open 24hrs signage mcdonald's m street says open 24hrs not 24hrs open 5 lady working inside annoyed trying service 445 rolled eyes pointed incorrect details need fix information,1
clean restaurant quick service,4
went lot expectations i'm little disappointed pretty great place place like mini chucky cheese married mcdonald's birth biggest mcdonald's 2 floors limited parking wood fired pizza wish tried pizza looked good staffs super friendly mcdonald's employee went asking doing,4
,5
worth coming mcd drive stabil quick order waiting inside no problem asking ketchup classics like big mac like expect good parking possibilities rigth restaurant drive 2 lines 5x,5
soon just use 3d printers make food can't cheese use fresh pass feed kids,1
good,4
took way long food cashier open,1
know menu burnt jeep lot that's fun ages,3
s mcdonald,4
staying holiday inn door mcdonald's days morning walk mcdonald's bacon egg cheese biscuits hash browns single morning we've went gotten hard rubbery cold biscuits hash browns hard grease runs fingers pick called manager polite replaced breakfast better biscuits replacement biscuits undercooked doughy not recommend place convenience hotel not worth terrible food,1
food service excellent taking food it's great plan stay eat inside homeless people inside odors bathrooms dies not make pleasant clean odors inside want,2
homeless people lot interesting,5
delicious hamburgers love breakfast delicious pancakes,5
excellent,5
time machine mcdonald's,4
great place,5
bad service,1
place horrible ketchup wouldn't cup water,1
excellent,5
far fast food goes restaurant nice clean inviting staff professional friendly,5
