clean_review,Star
time make quality prepared food fries luke warm burger buns hard moisture totally disappointing,1
mcds expensive type food treat employees ordered sausage mcmuffin hash brown lg ffee total plus tax sorry mcds make billions day steals going manager seriously people needs aware companies doing say happens time companies benefits just saying sad,2
best coffee good price mmm like,5
excellent,5
ok,3
rude messing orders,1
food good complete food,4
good quick service,5
staff friendly helpful location ideal careful mcdonald,4
good,4
went eat guy tells mc chicken sandwiches wanted breakfast wait till ridiculous,1
order right,1
really bad service food cold large fries wasn probably size medium better,2
crowded new york tho security guard making sure people use mask fast orders time good food right order simply mc donalds,5
don keys customers use bathroom,1
service store bad wrong order,1
great food service,5
started having attention drive saying hello order com cars passed right waiting pulled receive order given drinks missing happy meal order asked person window looked like talking said missing drink looked like tring mentioned orders beverage frap missing began say ok coming just pull forward window pulled forward brought items drink missing items looked like did know saying finally got hm drink missing items told oven waited min coming window inform wait went window thire person confused line waiting food manger came window asking problem said missing apple pies tell oven takes min asked waiting window pulling number lane said window pull wait min waiting min items communicated wait long wait felt forgotten window,2
order pay machines safe easy convenient,4
place shouldnt open super nasty,1
girl drive ear buds rude stay home job needs,1
good,4
nice hot fast food,4
good,4
best street food nyc don know type charcoal use taste unique love street food featen restaurant neighborhood season chicken thigh die,4
work midnight hours street stopped place closed hour operation,1
terrible,1
good service,4
mcdonalds gots ac plugs available,5
store clean food fresh lady took order nice big play area,4
don directions,1
poor,2
big mac extra sauce pickles,4
clean inside great staff inside order super fast,5
terrible,1
good place bring kids,5
rich,5
wrong orders missing food,3
wow wow experience professor bobby chalk sooogood,5
peaceful yummy,4
service outstanding food filling extremely tasty,4
sucks staff don speak english taking credit cards,1
mcdonalds sucks recently remodel means inside nice fancy double drive unfortunately remodel fix main issue mcdonalds management management training employees properly teaching bend rules good drive timer pull mcd perfectly reasonable orders perfectly reasonable times burger fry pm pull cars manager ve displeasure dealing rude forgetting items order pull wait minutes decided just wanted refunded card manager rude refusing card insisting giving cash best pull cash mis managed terrible mcdonalds franchise reason just stinks,2
friendly staff good food mcdonald,5
fast friendly place frozen treats yummy peach slushie new favorite,5
time ve ate mcdonalds long fresh pleasant change going,3
fresh hot great service,5
mean today today,5
good,5
know place food gotten better,3
nice place,5
bought tea today march asked cream poured creamer tea expired attached photo bought food bundles cold tried calling picked phone,1
understaffed slow result working courteous apologetic don understand considering location disney area mcdonald isn better staffed,3
awesome got food quickly nice service great atmosphere,5
nice staff quick service,4
poor,2
possible,1
kiosks ordering effect number sit wait,3
nice friendly staff felt welcome clean attentive table service machines order soda dispenser free refills floors bathrooms men women bathroom nasty dirty,4
literally asked cashier make sure fries salt placed order got order guessed fries saltless,1
excellent,5
scary forever orders nearly min wait,1
trash,1
fairly typical mcds favorites unfortunately place usually clean bit dirty crowd hangs ll let figure wouldn bring family,3
review young lady worked night april th repeating ticket numbers customers cowoker counter yelled numbers standing people waiting orders hear order called grab tells let ticket im literally right ahhhh course right im right ill ahead grab im ticket hand mind lady braides glasses appears age,1
awesomeness,4
small nice place,5
long wait times slooooow food,1
order clerk manager nikki refused glass water accusing steal soda stop giving mcdonalds daily business team nikkis horrible accusatory stance main manager fired training customer unfriendly nikki,1
